category	entry_id	openalex_id	doi	publication_year	authors
topics	https://openalex.org/T10521	https://openalex.org/W2168909179	https://doi.org/10.1038/35057062	2001	Eric S. Lander, Lauren Linton, Bruce W. Birren, Chad Nusbaum, Michael C. Zody, Jennifer Baldwin, Keri Devon, Ken Dewar, Michael P. Doyle, William W. Fitzhugh, Roel Funke, Diane Gage, Katrina L. Harris, Andrew Heaford, John G. Howland, Lisa Kann, Jessica A. Lehoczky, R Paul Levine, Paul McEwan, Kevin McKernan, James C. Meldrim, Jill P. Mesirov, Cher Miranda, William Morris, Jerome W. Naylor, Christina Raymond, Mark Rosetti, Ralph Santos, Andrew Sheridan, Carrie Sougnez, Nicole Stange-Thomann, Nikola M. Stojanović, Aravind Subramanian, Dudley Wyman, Jane Rogers, John Sulston, R. Ainscough, Stephan Beck, David Bentley, John H. Burton, Christopher Clee, Nigel Carter, Alan Coulson, Rebecca Deadman, Panos Deloukas, Andrew Dunham, Ian Dunham, Richard Durbin, Lisa French, Darren Grafham, Simon G. Gregory, Tim Hubbard, Sean Humphray, Adrienne Hunt, Matthew C. Jones, Christine Lloyd, Amanda A. McMurray, Lucy Matthews, Simon Mercer, Sarah Milne, James C. Mullikin, Andrew J. Mungall, R. W. Plumb, Mark T. Ross, R. Shownkeen, Sarah Sims, R Waterston, Richard K. Wilson, LaDeana W. Hillier, John D. McPherson, Marco A. Marra, Elaine R. Mardis, Lucinda A. Fulton, Asif Chinwalla, Kymberlie Pepin, Warren Gish, Stephanie L. Chissoe, Michael C. Wendl, Kim D. Delehaunty, Tracie L. Miner, Andrew Delehaunty, Jason Kramer, Lisa L. Cook, Robert S. Fulton, D. Johnson, Patrick Minx, Sandra W. Clifton, Trevor Hawkins, Elbert Branscomb, Paul Predki, Paul Richardson, Sarah Wenning, Tom Slezak, Norman A. Doggett, Jan‐Fang Cheng, Anne S. Olsen, Susan Lucas, Christopher J. Elkin, Edward C. Uberbacher, M.E. Frazier
topics	https://openalex.org/T10521	https://openalex.org/W2124985265	https://doi.org/10.1186/gb-2009-10-3-r25	2009	Ben Langmead, Cole Trapnell, Mihai Pop, Steven L. Salzberg
topics	https://openalex.org/T10521	https://openalex.org/W2126419817	https://doi.org/10.1038/nbt.1883	2011	Manfred Grabherr, Brian J. Haas, Moran Yassour, Joshua Z. Levin, Dawn Thompson, Ido Amit, Xian Adiconis, Fan Lin, Raktima Raychowdhury, Qiandong Zeng, Zehua Chen, Evan Mauceli, Nir Hacohen, Andreas Gnirke, Nick Rhind, Federica Di Palma, Bruce W. Birren, Chad Nusbaum, Kerstin Lindblad‐Toh, Nir Friedman, Aviv Regev
topics	https://openalex.org/T10521	https://openalex.org/W2134526812	https://doi.org/10.1093/bioinformatics/btu638	2014	Simon Anders, Paul Theodor Pyl, Wolfgang Huber
topics	https://openalex.org/T10521	https://openalex.org/W2102278945	https://doi.org/10.1038/nmeth.3317	2015	Daehwan Kim, Ben Langmead, Steven L. Salzberg
topics	https://openalex.org/T10521	https://openalex.org/W2259938310	https://doi.org/10.1038/nature11247	2012	Sylvain Foissac
topics	https://openalex.org/T10521	https://openalex.org/W2150981663	https://doi.org/10.1002/jcc.20289	2005	J. C. Phillips, Rosemary Braun, Wei Wang, James C. Gumbart, Emad Tajkhorshid, Elizabeth Villa, Christophe Chipot, Robert D. Skeel, Laxmikant V. Kalé, Klaus Schulten
topics	https://openalex.org/T10521	https://openalex.org/W2028622989	https://doi.org/10.1016/0378-1119(85)90120-9	1985	Celeste Yanisch-Perron, Jeffrey Vieira, Joachim Messing
topics	https://openalex.org/T10521	https://openalex.org/W2009310436	https://doi.org/10.1093/nar/12.1part1.387	1984	John Devereux, Paul Haeberli, Oliver Smithies
topics	https://openalex.org/T10521	https://openalex.org/W2127774996	https://doi.org/10.1093/nar/gkf436	2002	Kazutaka Katoh
topics	https://openalex.org/T10521	https://openalex.org/W2096093282	https://doi.org/10.1093/bioinformatics/btu153	2014	Torsten Seemann
topics	https://openalex.org/T10521	https://openalex.org/W2127230663	https://doi.org/10.1126/science.1058040	2001	J. Craig Venter, Mark D. Adams, Eugene W. Myers, Peter W. Li, Richard Mural, Granger G. Sutton, Hamilton O. Smith, Mark Yandell, Cheryl Evans, Robert A. Holt, Jeannine D. Gocayne, Peter G. Amanatides, Richard M. Ballew, Daniel H. Huson, Jennifer R. Wortman, Qing Zhang, Chinnappa D. Kodira, Xiangqun Zheng-Bradley, Lin Chen, Marian Skupski, G. Subramanian, Paul D Thomas, Jinghui Zhang, George L. Gabor Miklos, Catherine R. Nelson, Samuel Broder, Andrew G. Clark, Joe Nadeau, Victor A. McKusick, Norton D. Zinder, Arnold J. Levine, Richard J. Roberts, Mel I. Simon, Carolyn W. Slayman, Michael W. Hunkapiller, Randall Bolanos, Arthur L. Delcher, Ian Dew, Daniel Fasulo, Michael J. Flanigan, Liliana Florea, Aaron L. Halpern, Sridhar Hannenhalli, Saul Kravitz, Samuel Lévy, Clark Mobarry, Knut Reinert, Karin Remington, Jane Abu-Threideh, Ellen M. Beasley, Kendra Biddick, Vivien Bonazzi, Rhonda Brandon, Michele Cargill, Ishwar Chandramouliswaran, Rosane Charlab, Kabir Chaturvedi, Zuoming Deng, Valentina Di Francesco, Patrick Dunn, Karen Eilbeck, Carlos Evangelista, Andrei Gabrielian, Weiniu Gan, Wangmao Ge, Fangcheng Gong, Zhiping Gu, Ping Guan, Thomas J. Heiman, Maureen E. Higgins, Rui‐Ru Ji, Zhaoxi Ke, Karen A. Ketchum, Zhongwu Lai, Yiding Lei, Zhenya Li, Jiayin Li, Yong Liang, Xiaoying Lin, Fu Lu, Gennady V. Merkulov, Natalia V. Milshina, Helen M. Moore, Ashwinikumar K. Naik, Vaibhav A. Narayan, Beena Neelam, Deborah Nusskern, Douglas B. Rusch, Steven L. Salzberg, Wei Shao, Bixiong Chris Shue, Jing‐Tao Sun, Zhen Yuan Wang, Aihui Wang, Xin Wang, Jian Wang, Minghui Wei, Ron Wides, Chunlin Xiao, Chunhua Yan
topics	https://openalex.org/T10521	https://openalex.org/W2154714625	https://doi.org/10.1107/s0907444909042073	2009	Vincent B. Chen, W.B. Arendall, Jeffrey J. Headd, D.A. Keedy, Robert M. Immormino, Gary J. Kapral, Laura W. Murray, Jane S. Richardson, David Richardson
topics	https://openalex.org/T10521	https://openalex.org/W2141157874	https://doi.org/10.1093/nar/gkg595	2003	Michael Zuker
topics	https://openalex.org/T10521	https://openalex.org/W2161863335	https://doi.org/10.1093/nar/23.21.4407	1995	Pieter Vos, René C. J. Hogers, Marjo Bleeker, Martin Reijans, Theo van de Lee, Miranda Hornes, Adrie Friters, Jerina Pot, Johan Paleman, Martin Kuiper, Marc Zabeau
topics	https://openalex.org/T10521	https://openalex.org/W2157107905	https://doi.org/10.1093/bioinformatics/btr507	2011	Tanja Magoč, Steven L. Salzberg
topics	https://openalex.org/T10521	https://openalex.org/W2031611770	https://doi.org/10.1371/journal.pone.0009490	2010	Morgan N. Price, Paramvir Dehal, Adam P. Arkin
topics	https://openalex.org/T10521	https://openalex.org/W2059145105	https://doi.org/10.1038/nmeth0410-248	2010	Ivan Adzhubei, Steffen Schmidt, Leonid Peshkin, Vasily Ramensky, Анна Герасимова, Peer Bork, Alexey S. Kondrashov, Shamil Sunyaev
topics	https://openalex.org/T10521	https://openalex.org/W2012034410	https://doi.org/10.1126/science.1260419	2015	Mathias Uhlén, Linn Fagerberg, Björn M. Hallström, Cecilia Lindskog, Per Oksvold, Adil Mardinoğlu, Åsa Sivertsson, Caroline Kampf, Evelina Sjöstedt, Anna Asplund, Ing‐Marie Olsson, Karolina Edlund, Emma Lundberg, Sanjay Navani, Cristina Al‐Khalili Szigyarto, Jacob Odeberg, Dijana Djureinovic, Jenny Ottosson Takanen, Sophia Hober, Tove Alm, Per-Henrik Edqvist, Holger Berling, Hanna Tegel, Jan Mulder, Johan Rockberg, Peter Nilsson, Jochen M. Schwenk, Marica Hamsten, Kalle von Feilitzen, Mattias Forsberg, Lukas Persson, Fredric Johansson, Martin Zwahlen, Gunnar von Heijne, Jens Nielsen, Fredrik Pontén
topics	https://openalex.org/T10521	https://openalex.org/W2029987769	https://doi.org/10.1016/0022-2836(77)90052-3	1977	Peter Rigby, Marianne Dieckmann, Carl Rhodes, Paul Berg
topics	https://openalex.org/T10521	https://openalex.org/W1993243592	https://doi.org/10.1093/nar/11.5.1475	1983	John David Dignam, Russell M. Lebovitz, R G Roeder
topics	https://openalex.org/T10521	https://openalex.org/W1981509058	https://doi.org/10.1038/nrg2484	2008	Zhong Wang, Mark Gerstein, M Snyder
topics	https://openalex.org/T10521	https://openalex.org/W2152770371	https://doi.org/10.1006/jmbi.2000.4315	2001	Anders Krogh, B. Larsson, Gunnar von Heijne, Erik L. L. Sonnhammer
topics	https://openalex.org/T10521	https://openalex.org/W2097065948	https://doi.org/10.1093/bioinformatics/btp120	2009	Cole Trapnell, Lior Pachter, Steven L. Salzberg
topics	https://openalex.org/T10521	https://openalex.org/W2015292449	https://doi.org/10.1073/pnas.85.8.2444	1988	William R. Pearson, David J. Lipman
topics	https://openalex.org/T10521	https://openalex.org/W2158266834	https://doi.org/10.1101/gr.849004	2004	Gavin E. Crooks, Gary C. Hon, John‐Marc Chandonia, Steven E. Brenner
topics	https://openalex.org/T10521	https://openalex.org/W2155628349	https://doi.org/10.1093/bioinformatics/btv351	2015	Felipe A. Simão, Robert M. Waterhouse, Panagiotis Ioannidis, Evgenia V. Kriventseva, Evgeny M. Zdobnov
topics	https://openalex.org/T10521	https://openalex.org/W2096525273	https://doi.org/10.1093/nar/gkh073	2003	David Wheeler
topics	https://openalex.org/T10521	https://openalex.org/W4247053599	https://doi.org/10.1093/bioinformatics/btp698	2010	Heng Li, Richard Durbin
topics	https://openalex.org/T10521	https://openalex.org/W2004548026	https://doi.org/10.1186/1471-2164-9-75	2008	Ramy K. Aziz, Daniela Bartels, Aaron A. Best, Matthew DeJongh, T. Disz, Robert A. Edwards, Kevin Formsma, Svetlana Gerdes, Elizabeth M. Glass, Michael Kubal, Folker Meyer, Gary J. Olsen, Robert Olson, Andrei L. Osterman, Ross Overbeek, Leslie Klis McNeil, Daniel Paarmann, Tobias Paczian, Bruce Parrello, Gordon D. Pusch, Claudia I. Reich, Rick Stevens, Olga Vassieva, Veronika Vonstein, Andreas Wilke, Olga Zagnitko
topics	https://openalex.org/T10521	https://openalex.org/W1497245978	https://doi.org/10.1016/s0021-9258(18)71980-7	1944	Norton Nelson
topics	https://openalex.org/T10521	https://openalex.org/W2149429041	https://doi.org/10.1093/nar/25.5.955	1997	Todd M. Lowe, Sean R. Eddy
topics	https://openalex.org/T10521	https://openalex.org/W2128016314	https://doi.org/10.1101/gr.229102	2002	W. James Kent, Charles W. Sugnet, Terrence S. Furey, Krishna M. Roskin, Tom H. Pringle, Alan M. Zahler, A Haussler
topics	https://openalex.org/T10521	https://openalex.org/W2789843538	https://doi.org/10.1093/bioinformatics/bty191	2018	Heng Li
topics	https://openalex.org/T10521	https://openalex.org/W2156125289	https://doi.org/10.1093/bioinformatics/btl158	2006	Weizhong Li, Adam Godzik
topics	https://openalex.org/T10521	https://openalex.org/W2079321730	https://doi.org/10.1126/science.2200121	1990	Craig Tuerk, Larry Gold
topics	https://openalex.org/T10521	https://openalex.org/W2106578986	https://doi.org/10.4161/fly.19695	2012	Pablo Cingolani, Adrian E. Platts, Le Lily Wang, Melissa Coon, Tung Thanh Nguyen, Luan Wang, Susan Land, Xiangyi Lu, Douglas M. Ruden
topics	https://openalex.org/T10521	https://openalex.org/W2160969485	https://doi.org/10.1101/gr.074492.107	2008	Daniel R. Zerbino, Ewan Birney
topics	https://openalex.org/T10521	https://openalex.org/W2109291482	https://doi.org/10.1038/290457a0	1981	Stephen K. Anderson, Alan T. Bankier, B. G. Barrell, M.H.L. de Bruijn, Alan Coulson, Jacques Drouin, Ian C. Eperon, Donald P. Nierlich, B.A. Roe, Frederick Sanger, Peter Schreier, Andrew J.H. Smith, Rodger Staden, Ian G. Young
topics	https://openalex.org/T10521	https://openalex.org/W2143485490	https://doi.org/10.1186/1471-2105-11-119	2010	Doug Hyatt, Gwo-Liang Chen, Philip LoCascio, Miriam Land, Frank W. Larimer, Loren Hauser
topics	https://openalex.org/T10521	https://openalex.org/W1971439989	https://doi.org/10.1038/nmeth.1318	2009	Daniel G. Gibson, Lei Young, Ray-Yuan Chuang, J. Craig Venter, Clyde A. Hutchison, Hamilton O. Smith
topics	https://openalex.org/T10521	https://openalex.org/W2104525153	https://doi.org/10.1038/346818a0	1990	Andrew D. Ellington, Jack W. Szostak
topics	https://openalex.org/T10521	https://openalex.org/W2157009395	https://doi.org/10.1093/nar/gkp335	2009	Timothy L. Bailey, Mikael Bodén, Fabian A. Buske, Martin C. Frith, Charles E. Grant, Luca Clementi, Junxiao Ren, Wen‐Wu Li, William Stafford Noble
topics	https://openalex.org/T10521	https://openalex.org/W2144792857	https://doi.org/10.1038/38444	1997	Karolin Luger, Armin W. Mäder, Robin K. Richmond, David F. Sargent, Timothy J. Richmond
topics	https://openalex.org/T10521	https://openalex.org/W2964849163	https://doi.org/10.1038/s41587-019-0201-4	2019	Daehwan Kim, Joseph M. Paggi, Chanhee Park, Christopher Bennett, Steven L. Salzberg
topics	https://openalex.org/T10521	https://openalex.org/W2169333620	https://doi.org/10.1093/genetics/122.1.19	1989	R Sikorski, P. Hieter
topics	https://openalex.org/T10521	https://openalex.org/W2094201044	https://doi.org/10.1038/nmeth.1701	2011	Thomas Nordahl Petersen, Søren Brunak, Gunnar von Heijne, Henrik Nielsen
topics	https://openalex.org/T10521	https://openalex.org/W2111817213	https://doi.org/10.1016/0003-2697(81)90281-5	1981	W. Neal Burnette
topics	https://openalex.org/T10521	https://openalex.org/W1966041739	https://doi.org/10.1016/s0022-2836(77)80200-3	1977	F. C. Bernstein, Thomas F. Koetzle, G. J. B. Williams, Edgar F. Meyer, Michael D. Brice, John R. Rodgers, Olga Kennard, Takehiko Shimanouchi, Mitsuo Tasumi
topics	https://openalex.org/T10521	https://openalex.org/W2003171404	https://doi.org/10.1126/science.1232033	2013	Prashant Mali, Luhan Yang, Kevin M. Esvelt, John Aach, Marc Güell, James J. DiCarlo, Julie E. Norville, George M. Church
topics	https://openalex.org/T10521	https://openalex.org/W2323326409	https://doi.org/10.1038/nbt.3519	2016	Nicolas Bray, Harold Pimentel, Páll Melsted, Lior Pachter
topics	https://openalex.org/T10521	https://openalex.org/W2136145671	https://doi.org/10.1101/gr.229202	2002	W. James Kent
topics	https://openalex.org/T10521	https://openalex.org/W2158023121	https://doi.org/10.1038/31159	1998	Stewart T. Cole, Roland Brosch, Julian Parkhill, T. Garnier, Carol Churcher, David Harris, Stephen V. Gordon, Karin Eiglmeier, Shahinaz Gas, Clifton E. Barry, Fredj Tekaia, K. Badcock, D. Basham, Daniel R. Brown, Tracey Chillingworth, R. Connor, Robert M. Davies, K. Devlin, Theresa Feltwell, S. Gentles, N. Hamlin, S. Holroyd, T. Hornsby, Kay Jagels, Anders Krogh, Jaime McLean, Sharon Moule, Lee Murphy, Karen Oliver, Jason W. Osborne, Michael A. Quail, M.-A. Rajandream, Jane Rogers, Simon Rutter, Kathy Seeger, Jason Skelton, Rob Squares, S. Squares, John Sulston, K. Taylor, Sally Whitehead, B. G. Barrell
topics	https://openalex.org/T10521	https://openalex.org/W2112814753	https://doi.org/10.1093/nar/27.2.573	1999	Gary Benson
topics	https://openalex.org/T10521	https://openalex.org/W2111967267	https://doi.org/10.1038/msb4100050	2006	Tomoya Baba, Takeshi Ara, Miki Hasegawa, Yuki Takai, Yoshiko Okumura, Miki Baba, Kirill A. Datsenko, Masaru Tomita, Barry L. Wanner, Hirotada Mori
topics	https://openalex.org/T10521	https://openalex.org/W2134153749	https://doi.org/10.1126/science.277.5331.1453	1997	Frederick R. Blattner, Guy Plunkett, Craig A. Bloch, Nicole T. Perna, Valerie Burland, Monica Riley, Julio Collado‐Vides, Jeremy D. Glasner, Christopher K. Rode, George F. Mayhew, J. W. GREGOR, N. Wayne Davis, Heather Kirkpatrick, Michael A. Goeden, Debra J. Rose, Bob Mau, Ying Shao
topics	https://openalex.org/T10521	https://openalex.org/W2029582401	https://doi.org/10.1073/pnas.181342398	2001	Nathan Baker, David Sept, Simpson Joseph, Michael Holst, J. Andrew McCammon
topics	https://openalex.org/T10521	https://openalex.org/W2101291993	https://doi.org/10.1093/bioinformatics/btu031	2014	Philip Jones, David Binns, Hsin-Yu Chang, Matthew Fraser, Weizhong Li, Craig McAnulla, Hamish McWilliam, John Maslen, Alex Mitchell, Gift Nuka, Sebastien Pesseat, A. F. Quinn, Amaia Sangrador‐Vegas, Maxim Scheremetjew, Siew-Yit Yong, Rodrigo López, Sarah Hunter
topics	https://openalex.org/T10521	https://openalex.org/W2151464048	https://doi.org/10.1038/nature01262	2002	R Waterston, Kerstin Lindblad‐Toh, Ewan Birney, Jane Rogers, Josep F. Abril, Pankaj Agarwal, Richa Agarwala, Rachel Ainscough, Marina Alexandersson, Peter An, Stylianos E. Antonarakis, Jonathan Wood, Robert Baertsch, J. Bailey, K. F. Barlow, Stephan Beck, E. Berry, Bruce W. Birren, Toby Bloom, Peer Bork, Marc Botcherby, Nicolas Bray, Michael R. Brent, Daniel G. Brown, S.D.M. Brown, Carol J. Bult, John H. Burton, Jonathan A. Butler, R. Duncan Campbell, Piero Carninci, Simon Cawley, Francesca Chiaromonte, Asif Chinwalla, Deanna M. Church, Michèle Clamp, Christopher Clee, Francis S. Collins, Lisa L. Cook, Richard R. Copley, Alan Coulson, Olivier Couronne, James Cuff, Val Curwen, Tim Cutts, Mark Daly, Robert David, J. Davies, Kimberly D. Delehaunty, Justin Deri, Emmanouil T. Dermitzakis, Colin N. Dewey, Nicholas J. Dickens, Mark Diekhans, Sheila Dodge, Inna Dubchak, Diane M. Dunn, Sean R. Eddy, Laura Elnitski, Richard D. Emes, Pallavi Eswara, Eduardo Eyras, Adam L. Felsenfeld, Ginger Fewell, Paul Flicek, Karen Foley, Wayne N. Frankel, Lucinda A. Fulton, Robert S. Fulton, Terrence S. Furey, Diane Gage, Richard A. Gibbs, Gustavo Glusman, Sante Gnerre, Nick Goldman, Leo Goodstadt, Darren Grafham, Tina Graves, Eric D. Green, Simon G. Gregory, Roderic Guigó, Mark S. Guyer, Ross C. Hardison, David Haussler, Yoshihide Hayashizaki, LaDeana W. Hillier, Angie S. Hinrichs, Wratko Hlavina, Timothy R. Holzer, Fan Hsu, Axin Hua, Tim Hubbard, Adrienne Hunt, Ian J. Jackson, David B. Jaffe, L. Steven Johnson, Matthew C. Jones, Thomas A. Jones, Ann Joy, Michael Kamal, Elinor K. Karlsson
topics	https://openalex.org/T10521	https://openalex.org/W2066160869	https://doi.org/10.1073/pnas.69.6.1408	1972	Haim Aviv, Philip Leder
topics	https://openalex.org/T10521	https://openalex.org/W2121016876	https://doi.org/10.1101/gr.8.3.175	1998	Brent Ewing, LaDeana Hillier, Michael C. Wendl, Phil Green
topics	https://openalex.org/T10521	https://openalex.org/W2122732537	https://doi.org/10.1093/nar/29.1.308	2001	Stephen T. Sherry
topics	https://openalex.org/T10521	https://openalex.org/W3136918052	https://doi.org/10.1093/nar/gky1049	2018	
topics	https://openalex.org/T10521	https://openalex.org/W2017519756	https://doi.org/10.1093/bioinformatics/8.3.275	1992	David T. Jones, William R. Taylor, Janet M. Thornton
topics	https://openalex.org/T10521	https://openalex.org/W2118526609	https://doi.org/10.1038/nrg2626	2009	Michael L. Metzker
topics	https://openalex.org/T10521	https://openalex.org/W2155806125	https://doi.org/10.1093/nar/gkh293	2004	Wolfgang Ludwig
topics	https://openalex.org/T10521	https://openalex.org/W2023096047	https://doi.org/10.1038/nature01511	2003	Ruedi Aebersold, Matthias Mann
topics	https://openalex.org/T10521	https://openalex.org/W2154139219	https://doi.org/10.1093/nar/gkh131	2003	Rolf Apweiler, Amos Bairoch, Cathy Wu, Winona C. Barker, Brigitte Boeckmann, Serenella Ferro, Elisabeth Gasteiger, Hongzhan Huang, Rodrigo López, Michele Magrane, María Martín, Darren A. Natale, Claire O’Donovan, Nicole Redaschi, Lai-Su Yeh
topics	https://openalex.org/T10521	https://openalex.org/W2078119356	https://doi.org/10.1093/nar/12.18.7035	1984	Douglas A. Melton, Paul A. Krieg, Michael Rebagliati, Tom Maniatis, Kai Zinn, M.R. Green
topics	https://openalex.org/T10521	https://openalex.org/W2161746138	https://doi.org/10.1016/j.jmb.2004.05.028	2004	Jannick Dyrløv Bendtsen, Henrik Nielsen, Gunnar von Heijne, Søren Brunak
topics	https://openalex.org/T10521	https://openalex.org/W2070021921	https://doi.org/10.1038/nature11082	2012	Jesse R. Dixon, Siddarth Selvaraj, Feng Yue, Audrey Kim, Yan Li, Yin Shen, Ming Hu, Jun S. Liu, Bing Ren
topics	https://openalex.org/T10521	https://openalex.org/W1980740976	https://doi.org/10.1038/nprot.2009.86	2009	P. Naresh Kumar, Steven Henikoff, Pauline C. Ng
topics	https://openalex.org/T10521	https://openalex.org/W1975993749	https://doi.org/10.1016/0022-2836(86)90385-2	1986	F. William Studier, Barbara A. Moffatt
topics	https://openalex.org/T10521	https://openalex.org/W2998840182	https://doi.org/10.1038/s41467-019-13993-7	2020	Jung‐Min Oh, Christopher C. Venters, Chao Di, Anna Maria Pinto, Lili Wan, Ihab Younis, Zhiqiang Cai, Chie Arai, Byung Ran So, Jingqi Duan, Gideon Dreyfuss
topics	https://openalex.org/T10521	https://openalex.org/W2950354111	https://doi.org/10.1101/gr.215087.116	2017	Sergey Koren, Brian P. Walenz, Konstantin Berlin, Jason Miller, Nicholas H. Bergman, Adam M. Phillippy
topics	https://openalex.org/T10521	https://openalex.org/W2128551987	https://doi.org/10.1038/nature10098	2011	Björn Schwanhäußer, Dorothea Busse, Na Li, Gunnar Dittmar, Johannes Schuchhardt, Jana Wolf, Wei Chen, Matthias Selbach
topics	https://openalex.org/T10521	https://openalex.org/W2143210482	https://doi.org/10.1073/pnas.89.22.10915	1992	Steven Henikoff, Jorja G. Henikoff
topics	https://openalex.org/T10521	https://openalex.org/W2141652419	https://doi.org/10.1126/science.287.5461.2185	2000	Mark D. Adams, S Celniker, Robert A. Holt, Cheryl Evans, Jeannine D. Gocayne, Peter G. Amanatides, Steven E. Scherer, Peter W. Li, Roger A. Hoskins, Richard F. Galle, Reed George, Suzanna Lewis, Stephen M. Richards, Michael Ashburner, Scott N. Henderson, Granger G. Sutton, Jennifer R. Wortman, Mark Yandell, Qing Zhang, Lin X. Chen, Rhonda Brandon, Yu-Hui C. Rogers, Robert G. Blazej, Mark Champe, Barret D. Pfeiffer, Kenneth H. Wan, Clare Doyle, Evan G. Baxter, Gregg Helt, Catherine R. Nelson, George L. Gabor, Miklós, Josep F. Abril, Anna Agbayani, Hui-Jin An, Cynthia Andrews‐Pfannkoch, Danita Baldwin, Richard M. Ballew, Anand Basu, James Baxendale, Leyla Bayraktaroglu, Ellen M. Beasley, Karen Beeson, Panayiotis V. Benos, Benjamin P. Berman, Deepali Bhandari, Slava Bolshakov, Dana Borkova, Michael R. Botchan, John Bouck, Peter Brokstein, Phillipe Brottier, Kenneth C. Burtis, Dana Busam, H. Butler, Édouard Cadieu, Angela Center, Ishwar Chandra, J. Michael Cherry, Simon Cawley, Carl Dahlke, Lionel B. Davenport, Peter L. Davies, Beatriz de Pablos, Arthur L. Delcher, Zuoming Deng, Anne Deslattes Mays, Ian Dew, Suzanne M. Dietz, Kristina Dodson, Lisa Doup, Michael Downes, Shannon Dugan-Rocha, Boris C. Dunkov, Patrick Dunn, Kenneth J. Durbin, Carlos Evangelista, Concepción Ferraz, Steven Ferriera, Wolfgang Fleischmann, Carl Fosler, Andrei Gabrielian, Neha Garg, William M Gelbart, Ken Glasser, Anna Glodek, Fangcheng Gong, James H. Gorrell, Zhiping Gu, Ping Guan, Michael A. Harris, Nomi L. Harris, Damon A. Harvey, Thomas J. Heiman, Judith Hernandez, Jarrett Houck, Damon Hostin, Kathryn A. Houston, Timothy J. Howland, Minghui Wei
topics	https://openalex.org/T10521	https://openalex.org/W2143238378	https://doi.org/10.1093/nar/gkg509	2003	P C Ng
topics	https://openalex.org/T10521	https://openalex.org/W2217809488	https://doi.org/10.1038/nature04226	2005	
topics	https://openalex.org/T10521	https://openalex.org/W2772132150		1970	Ulrich K. Laemmli
topics	https://openalex.org/T10521	https://openalex.org/W2164358316	https://doi.org/10.1016/s0021-9258(19)75212-0	1977	Don W. Cleveland, S G Fischer, Marc W. Kirschner, Ulrich K. Laemmli
topics	https://openalex.org/T10521	https://openalex.org/W2050480410	https://doi.org/10.1126/science.1258096	2014	Jennifer A. Doudna, Emmanuelle Charpentier
topics	https://openalex.org/T10521	https://openalex.org/W2138122982	https://doi.org/10.1371/journal.pcbi.1002195	2011	Sean R. Eddy
topics	https://openalex.org/T10521	https://openalex.org/W1971403296	https://doi.org/10.1126/science.7542800	1995	Robert Fleischmann, Mark D. Adams, Owen White, Rebecca A. Clayton, Ewen F. Kirkness, Anthony R. Kerlavage, Carol J. Bult, Jean-François Tomb, Brian Dougherty, Joseph M. Merrick, Keith McKenney, Granger Sutton, Will FitzHugh, Chris Fields, Jeannine D. Gocayne, John Scott, Robert B. Shirley, Li-lng Liu, Anna Glodek, Jenny M. Kelley, Janice F. Weidman, Cheryl A. Phillips, Tracy Spriggs, Eva Hedblom, Matthew Cotton, Teresa R. Utterback, Michael C. Hanna, David T. Nguyen, Deborah M. Saudek, Rhonda Brandon, Leah D. Fine, Janice L. Fritchman, Joyce L. Fuhrmann, N. S. M. Geoghagen, Cheryl L. Gnehm, Lisa McDonald, Keith V. Small, Claire M. Fraser, Hamilton O. Smith, J. Craig Venter
topics	https://openalex.org/T10521	https://openalex.org/W2008856488	https://doi.org/10.1101/gr.1224503	2003	Li Li, Christian J. Stoeckert, David S. Roos
