category	entry_id	openalex_id	doi	publication_year	authors
topics	https://openalex.org/T10211	https://openalex.org/W2131350133	https://doi.org/10.1107/s0108767307043930	2007	George M. Sheldrick
topics	https://openalex.org/T10211	https://openalex.org/W1539796472	https://doi.org/10.1016/s0076-6879(97)76066-x	1997	Zbyszek Otwinowski, W. Minor
topics	https://openalex.org/T10211	https://openalex.org/W2134967712	https://doi.org/10.1002/jcc.21334	2009	Oleg Trott, Arthur J. Olson
topics	https://openalex.org/T10211	https://openalex.org/W1971048984	https://doi.org/10.1016/0006-2952(61)90145-9	1961	George L. Ellman, K. Diane Courtney, Valentino Andres, Robert M. Featherstone
topics	https://openalex.org/T10211	https://openalex.org/W2105668062	https://doi.org/10.1002/jcc.21256	2009	Garrett M. Morris, Ruth Huey, William Lindstrom, Michel F. Sanner, Richard K. Belew, David S. Goodsell, Arthur J. Olson
topics	https://openalex.org/T10211	https://openalex.org/W2108921801	https://doi.org/10.1107/s0907444910045749	2011	Martyn Winn, Charles Ballard, Kevin Cowtan, E.J. Dodson, Paul Emsley, Phil Evans, Ronan M. Keegan, Eugene Krissinel, Andrew G. W. Leslie, Airlie J. McCoy, Stuart McNicholas, Garib N. Murshudov, Neesh Pannu, Elizabeth Potterton, Harold R. Powell, Randy J. Read, Alexei A. Vagin, Keith S. Wilson
topics	https://openalex.org/T10211	https://openalex.org/W2157795344	https://doi.org/10.1186/1756-0500-7-157	2014	Oussema Souiai, Fatma Z. Guerfali, Slimane Ben Miled, Christine Brun, Alia Benkahla
topics	https://openalex.org/T10211	https://openalex.org/W2089468765	https://doi.org/10.1016/0169-7439(87)80084-9	1987	Svante Wold, Kim H. Esbensen, Paul Geladi
topics	https://openalex.org/T10211	https://openalex.org/W2593436234	https://doi.org/10.1038/srep42717	2017	Antoine Daina, Olivier Michielin, Vincent Zoete
topics	https://openalex.org/T10211	https://openalex.org/W2158534713	https://doi.org/10.1002/(sici)1096-987x(19981115)19:14<1639::aid-jcc10>3.0.co;2-b	1998	Garrett M. Morris, David S. Goodsell, Robert S. Halliday, Ruth Huey, William E. Hart, Richard K. Belew, Arthur J. Olson
topics	https://openalex.org/T10211	https://openalex.org/W4248107770	https://doi.org/10.1016/s0169-409x(96)00423-1	1997	Christopher A. Lipinski, Franco Lombardo, Beryl W. Dominy, Paul J. Feeney
topics	https://openalex.org/T10211	https://openalex.org/W2035503835	https://doi.org/10.1016/j.jmb.2007.05.022	2007	Evgeny Krissinel, Kim Henrick
topics	https://openalex.org/T10211	https://openalex.org/W2043813981	https://doi.org/10.1016/0003-2697(80)90515-1	1980	Peter J. Munson, David Rodbard
topics	https://openalex.org/T10211	https://openalex.org/W2319902168	https://doi.org/10.1107/s2052520616003954	2016	Colin R. Groom, Ian Bruno, Matthew P. Lightfoot, Suzanna C. Ward
topics	https://openalex.org/T10211	https://openalex.org/W1985588649	https://doi.org/10.1021/jm0306430	2004	Richard A. Friesner, Jay L. Banks, Robert B. Murphy, Thomas A. Halgren, Jasna Klicić, Daniel T. Mainz, Matthew P. Repasky, Eric H. Knoll, Mee Shelley, Jason K. Perry, David E. Shaw, Perry C. Francis, Peter S. Shenkin
topics	https://openalex.org/T10211	https://openalex.org/W2169678694	https://doi.org/10.1186/1758-2946-3-33	2011	N.M. O'Boyle, Michael Banck, Craig A. James, Chris Morley, Tim Vandermeersch, Geoffrey Hutchison
topics	https://openalex.org/T10211	https://openalex.org/W2021720051	https://doi.org/10.1002/anie.199515551	1995	Joel Bernstein, R. Davis, Liat Shimoni, Ning‐Leh Chang
topics	https://openalex.org/T10211	https://openalex.org/W2028046413	https://doi.org/10.1186/1758-2946-4-17	2012	Marcus D. Hanwell, Donald Curtis, David Lonie, Tim Vandermeersch, Eva Zurek, Geoffrey Hutchison
topics	https://openalex.org/T10211	https://openalex.org/W2767891136	https://doi.org/10.1093/nar/gkx1037	2017	David S. Wishart, Yannick Djoumbou-Feunang, An Chi Guo, Elvis Lo, Ana Marcu, Jason R. Grant, Tanvir Sajed, Daniel L. Johnson, Carin Li, Zinat Sayeeda, Nazanin Assempour, Ithayavani Iynkkaran, Lei Zhu, Adam Maciejewski, Nicola Gale, Alexander E. Wilson, Lucy Chin, Ryan Cummings, Diana Le, Allison Pon, Craig Knox, Michael Wilson
topics	https://openalex.org/T10211	https://openalex.org/W2077945404	https://doi.org/10.1016/0065-2571(84)90007-4	1984	Ting‐Chao Chou, Paul Talalay
topics	https://openalex.org/T10211	https://openalex.org/W2105824687	https://doi.org/10.1038/nrn3475	2013	Katherine S. Button, John P. A. Ioannidis, Claire Mokrysz, Brian A. Nosek, Jonathan Flint, Emma Robinson, Marcus R. Munafò
topics	https://openalex.org/T10211	https://openalex.org/W1991001144	https://doi.org/10.1177/108705719900400206	1999	Ji-Hu Zhang, Thomas D.Y. Chung, Kevin R. Oldenburg
topics	https://openalex.org/T10211	https://openalex.org/W2050456292	https://doi.org/10.1006/jmbi.1996.0897	1997	Gareth Jones, Peter Willett, Robert C. Glen, Andrew R. Leach, Robin Taylor
topics	https://openalex.org/T10211	https://openalex.org/W2793350103	https://doi.org/10.1213/ane.0000000000002864	2018	Patrick Schober, Christa Boer, Lothar A. Schwarte
topics	https://openalex.org/T10211	https://openalex.org/W3014067025	https://doi.org/10.1038/s41586-020-2180-5	2020	Jun Lan, Jiwan Ge, Jinfang Yu, Sisi Shan, Huan Zhou, Shilong Fan, Qi Zhang, Xuanling Shi, Qisheng Wang, Linqi Zhang, Xinquan Wang
topics	https://openalex.org/T10211	https://openalex.org/W2169152986	https://doi.org/10.1152/physrev.2001.81.2.741	2001	Dennis J. Selkoe
topics	https://openalex.org/T10211	https://openalex.org/W2102377211	https://doi.org/10.1021/jm051256o	2006	Richard A. Friesner, Robert B. Murphy, Matthew P. Repasky, Leah L. Frye, Jeremy R. Greenwood, Thomas A. Halgren, Paul C. Sanschagrin, Daniel T. Mainz
topics	https://openalex.org/T10211	https://openalex.org/W1992173555	https://doi.org/10.1021/ar00072a001	1981	Kenichi Fukui
topics	https://openalex.org/T10211	https://openalex.org/W1988037271	https://doi.org/10.1021/ci100050t	2010	David Rogers, Mathew Hahn
topics	https://openalex.org/T10211	https://openalex.org/W1985469117	https://doi.org/10.1016/s0006-291x(67)80055-x	1967	Israël Schechter, Arieh Berger
topics	https://openalex.org/T10211	https://openalex.org/W2074473216	https://doi.org/10.1021/ci200227u	2011	Roman A. Laskowski, Mark B. Swindells
