category	entry_id	openalex_id	doi	publication_year	authors
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2131350133	https://doi.org/10.1107/s0108767307043930	2007	George M. Sheldrick
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2120062331	https://doi.org/10.1119/1.1972842	1966	Donald A. McQuarrie
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2024060531	https://doi.org/10.1126/science.220.4598.671	1983	Scott Kirkpatrick, C. D. Gelatt, M.P. Vecchi
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2126105956	https://doi.org/10.1109/4235.996017	2002	Kalyanmoy Deb, Amrit Pratap, Sakshi Agarwal, T. Meyarivan
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2561675875	https://doi.org/10.1108/ir.1999.04926fae.001	1999	
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2099111195	https://doi.org/10.1002/0471200611	2001	Thomas M. Cover, Joy A. Thomas
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1539796472	https://doi.org/10.1016/s0076-6879(97)76066-x	1997	Zbyszek Otwinowski, W. Minor
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2296319761		2004	Stephen Boyd, Lieven Vandenberghe
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2798909945		1983	Gene H. Golub
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1989314580	https://doi.org/10.1037/11774-000	1962	B. J. WINER
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2134967712	https://doi.org/10.1002/jcc.21334	2009	Oleg Trott, Arthur J. Olson
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1971048984	https://doi.org/10.1016/0006-2952(61)90145-9	1961	George L. Ellman, K. Diane Courtney, Valentino Andres, Robert M. Featherstone
subfields	https://openalex.org/subfields/1703	https://openalex.org/W3021722416	https://doi.org/10.1007/bfb0082920	1988	Shiing-Shen Chern
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2610857016		1985	Roger A. Horn, Charles R. Johnson
subfields	https://openalex.org/subfields/1703	https://openalex.org/W3210839039	https://doi.org/10.1137/1.9781611970777	1994	Steven K. Boyd, Laurent El Ghaoui, Eric Feron, V. Balakrishnan
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2105668062	https://doi.org/10.1002/jcc.21256	2009	Garrett M. Morris, Ruth Huey, William Lindstrom, Michel F. Sanner, Richard K. Belew, David S. Goodsell, Arthur J. Olson
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1866311589	https://doi.org/10.1007/978-3-642-61798-0	2001	David Gilbarg, Neil S. Trudinger
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2752885492	https://doi.org/10.2307/2583667	1991	V. J. Rayward‐Smith, Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1591593323		1956	John Crank
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1965555277	https://doi.org/10.1214/aoms/1177729694	1951	S. Kullback, R. A. Leibler
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1575147392	https://doi.org/10.1007/978-3-642-66282-9	1995	Tosio Kato
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2752853835		1968	Donald E. Knuth
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1995341919	https://doi.org/10.1007/bf02478259	1943	Warren S. McCulloch, Walter Pitts
subfields	https://openalex.org/subfields/1703	https://openalex.org/W3016843226		1972	Milton Abramowitz, I. A. Stegun
subfields	https://openalex.org/subfields/1703	https://openalex.org/W3207342693		1986	David E. Rumelhart, James L. McClelland, Au
subfields	https://openalex.org/subfields/1703	https://openalex.org/W1595498733		2001	Kalyanmoy Deb, Deb Kalyanmoy
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2326565381	https://doi.org/10.1016/0032-3861(75)90130-5	1975	G.S. Park
subfields	https://openalex.org/subfields/1703	https://openalex.org/W2166559705	https://doi.org/10.1145/170035.170072	1993	Rakesh Agrawal, Tomasz Imieliński, Arun Swami
subfields	https://openalex.org/subfields/1703	https://openalex.org/W4300402905	https://doi.org/10.7551/mitpress/5236.001.0001	1986	David E. Rumelhart, James L. McClelland
