category	entry_id	openalex_id	doi	publication_year	authors
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2100837269	https://doi.org/10.1038/227680a0	1970	Ulrich K. Laemmli
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2138270253	https://doi.org/10.1073/pnas.74.12.5463	1977	Frederick Sanger, S. Nicklen, Alan Coulson
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2108234281	https://doi.org/10.1093/bioinformatics/btp352	2009	Heng Li, Robert E. Handsaker, Alec Wysoker, Tim Fennell, Jue Ruan, Nils Homer, Gábor Marth, Gonçalo R. Abecasis, Richard Durbin
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2131271579	https://doi.org/10.1093/bioinformatics/btu170	2014	Anthony Bolger, Marc Lohse, Björn Usadel
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2311203695	https://doi.org/10.1093/molbev/msw054	2016	Sudhir Kumar, Glen Stecher, Koichiro Tamura
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2072970694	https://doi.org/10.1038/nmeth.f.303	2010	J. Gregory Caporaso, Justin Kuczynski, Jesse Stombaugh, Kyle Bittinger, Frederic D. Bushman, Elizabeth K. Costello, Noah Fierer, Antonio González Peña, Julia K. Goodrich, Jeffrey I. Gordon, Gavin Huttley, Scott T. Kelley, Dan Knights, Jeremy E. Koenig, Ruth E. Ley, Catherine Lozupone, Daniel McDonald, Brian D. Muegge, Meg Pirrung, Jens Reeder, Joel Sevinsky, Peter J. Turnbaugh, William A. Walters, Jeremy Widmann, Tanya Yatsunenko, Jesse Zaneveld, Rob Knight
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2098126593	https://doi.org/10.1093/genetics/155.2.945	2000	Jonathan K. Pritchard, Matthew Stephens, Peter Donnelly
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2120644786	https://doi.org/10.1016/b978-0-12-372180-8.50042-1	1990	T. J. White, Thomas D. Bruns, Steven Lee, John W. Taylor
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2162348455	https://doi.org/10.1038/35002501	2000	Norman Myers, Russell A. Mittermeier, Cristina G. Mittermeier, Gustavo A. B. da Fonseca, Jennifer L. Kent
subfields	https://openalex.org/subfields/2303	https://openalex.org/W1513717105	https://doi.org/10.1016/0307-4412(83)90068-7	1983	EJ Wood
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2034285706	https://doi.org/10.1093/nar/gks1219	2012	Christian Quast, Elmar Pruesse, Pelin Yilmaz, Jan Gerken, Timmy Schweer, Pablo Yarza, Jörg Peplies, Frank Oliver Glöckner
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2120902911	https://doi.org/10.1089/cmb.2012.0021	2012	Anton Bankevich, Sergey Nurk, Dmitry Antipov, Alexey Gurevich, Mikhail Dvorkin, Alexander S. Kulikov, Valery M. Lesin, Sergey Nikolenko, Son Pham, Andrey D. Prjibelski, Alexey Pyshkin, Alexander Sirotkin, Nikolay Vyahhi, Glenn Tesler, Max A. Alekseyev, Pavel A. Pevzner
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2108718991	https://doi.org/10.1128/aem.01541-09	2009	Patrick D. Schloss, Sarah L. Westcott, Thomas Ryabin, Justine R. Hall, Martin Hartmann, Emily B. Hollister, Ryan A. Lesniewski, Brian B. Oakley, Donovan H. Parks, Courtney J. Robinson, Jason W. Sahl, Blaž Stres, Gerhard Thallinger, David J. Horn, Carolyn F. Weber
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2152885278	https://doi.org/10.1128/aem.00062-07	2007	Qiong Wang, George M Garrity, James M. Tiedje, James R. Cole
subfields	https://openalex.org/subfields/2303	https://openalex.org/W1485044783	https://doi.org/10.7326/0003-4819-112-5-391_3	1990	in chief George M. Garrity
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2019410656	https://doi.org/10.1093/nar/7.6.1513	1979	H.C. Birnboim, Janine Doly
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2028622989	https://doi.org/10.1016/0378-1119(85)90120-9	1985	Celeste Yanisch-Perron, Jeffrey Vieira, Joachim Messing
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2139416101	https://doi.org/10.1016/j.ecolmodel.2005.03.026	2005	Steven J. Phillips, Robert P. Anderson, Robert E. Schapire
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2116137883	https://doi.org/10.1073/pnas.120163297	2000	Kirill A. Datsenko, Barry L. Wanner
subfields	https://openalex.org/subfields/2303	https://openalex.org/W2096093282	https://doi.org/10.1093/bioinformatics/btu153	2014	Torsten Seemann
