category	entry_id	openalex_id	doi	publication_year	authors
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2582743722		2014	R Core Team
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1527311855		1984	Robert K. Yin
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2011039300		1979	M. R. Garey, David S. Johnson
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2093274439	https://doi.org/10.1016/j.jbi.2008.08.010	2008	Paul A. Harris, Robert Taylor, Robert J. Thielke, Jonathon Payne, Nathaniel Gonzalez, José G. Conde
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2140190241	https://doi.org/10.5860/choice.49-3305	2012	Jiawei Han, Micheline Kamber, Jian Pei
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2139122730	https://doi.org/10.2307/1912352	1979	James J. Heckman
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1570448133	https://doi.org/10.1016/c2009-0-19715-5	2011	Ian H. Witten, Eibe Frank, Mark A. Hall
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2153222072	https://doi.org/10.2307/2288384	1984	Mack Shelley, Klaus Krippendorff
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1550621568	https://doi.org/10.2307/2065952	1978	Albert Bandura
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2105846236	https://doi.org/10.1007/s11747-014-0403-8	2014	Jörg Henseler, Christian M. Ringle, Marko Sarstedt
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1554944419		2013	Trevor Hastie, Robert Tibshirani, Jerome H. Friedman
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2173213060	https://doi.org/10.1145/1327452.1327492	2008	Jay B. Dean, Sanjay Ghemawat
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2158698691	https://doi.org/10.1016/j.patrec.2005.10.010	2005	Tom Fawcett
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1590154464		1998	Sharan B. Merriam
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2133990480	https://doi.org/10.1145/1656274.1656278	2009	Mark Hall, Eibe Frank, Geoffrey Holmes, Bernhard Pfahringer, Peter Reutemann, Ian H. Witten
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1673310716		1996	Martin Ester, Hans‐Peter Kriegel, Jörg Sander, Xiaowei Xu
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1984314602	https://doi.org/10.1037/0033-295x.101.2.343	1994	George A. Miller
subfields	https://openalex.org/subfields/1710	https://openalex.org/W4298091299	https://doi.org/10.1002/9781118619179	1989	Kenneth A. Bollen
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2000380427	https://doi.org/10.1080/1743727x.2015.1005806	2015	Adrián Leguina
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2912934387	https://doi.org/10.1023/a:1018054314350	1996	Leo Breiman
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2117178635	https://doi.org/10.2307/1913610	1987	Whitney K. Newey, Kenneth D. West
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2066636486	https://doi.org/10.1016/s0169-7552(98)00110-x	1998	Sergey Brin, Lawrence Page
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1577785489		1997	Robert Bogdan, Sari Knopp Biklen
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1980564456	https://doi.org/10.1016/s0165-0114(86)80034-3	1986	Krassimir Atanassov
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1969042907	https://doi.org/10.1038/nmeth.2109	2012	Diego Darriba, Guillermo L. Taboada, Ramón Doallo, David Posada
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2166559705	https://doi.org/10.1145/170035.170072	1993	Rakesh Agrawal, Tomasz Imieliński, Arun Swami
subfields	https://openalex.org/subfields/1710	https://openalex.org/W4212883601	https://doi.org/10.1007/bf00058655	1996	Leo Breiman
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1517701247	https://doi.org/10.1016/0169-2070(88)90019-2	1988	J. Scott Armstrong, David M. Georgoff
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2944434778	https://doi.org/10.1016/j.jbi.2019.103208	2019	Paul A. Harris, Robert J. Taylor, Brenda L. Minor, Veida Elliott, Michelle Fernández, Lindsay O’Neal, Laura McLeod, Giovanni Delacqua, Francesco Delacqua, Jacqueline Kirby, Stephany N. Duda
subfields	https://openalex.org/subfields/1710	https://openalex.org/W4248175462	https://doi.org/10.2139/ssrn.3440802	2008	Dr Craig S Wright
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1854214752		1999	Lawrence Page, Sergey Brin, Rajeev Motwani, Terry Winograd
subfields	https://openalex.org/subfields/1710	https://openalex.org/W1493632016		1990	Jack R. Fraenkel, Norman E. Wallen
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2990427812	https://doi.org/10.21105/joss.01686	2019	Hadley Wickham, Mara Averick, Jennifer Bryan, Winston Chang, Lucy D’Agostino McGowan, Romain François, Garrett Grolemund, Alex Hayes, L. Banziiaf Henry, Jim Hester, Max Kühn, Thomas Lin Pedersen, Evan Miller, Stephan Bache, Kirill Müller, Jeroen Ooms, David M. Robinson, Dana P. Seidel, Vitalie Spinu, Kohske Takahashi, Davis Vaughan, Claus O. Wilke, Kara Woo, Hiroaki Yutani
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2141420453	https://doi.org/10.1145/359168.359176	1979	Adi Shamir
subfields	https://openalex.org/subfields/1710	https://openalex.org/W2150220236	https://doi.org/10.1007/s11192-009-0146-3	2009	Nees Jan van Eck, Ludo Waltman
