category	entry_id	openalex_id	doi	publication_year	authors
fields	https://openalex.org/fields/17	https://openalex.org/W2582743722		2014	R Core Team
fields	https://openalex.org/fields/17	https://openalex.org/W2194775991	https://doi.org/10.1109/cvpr.2016.90	2016	Kaiming He, Xiangyu Zhang, Shaoqing Ren, Jian Sun
fields	https://openalex.org/fields/17	https://openalex.org/W2911964244	https://doi.org/10.1023/a:1010933404324	2001	Leo Breiman
fields	https://openalex.org/fields/17	https://openalex.org/W2131350133	https://doi.org/10.1107/s0108767307043930	2007	George M. Sheldrick
fields	https://openalex.org/fields/17	https://openalex.org/W1527311855		1984	Robert K. Yin
fields	https://openalex.org/fields/17	https://openalex.org/W2064675550	https://doi.org/10.1162/neco.1997.9.8.1735	1997	Sepp Hochreiter, Jürgen Schmidhuber
fields	https://openalex.org/fields/17	https://openalex.org/W1995875735	https://doi.org/10.1002/j.1538-7305.1948.tb01338.x	1948	Claude E. Shannon
fields	https://openalex.org/fields/17	https://openalex.org/W2158714788	https://doi.org/10.1093/nar/25.17.3389	1997	Stephen F. Altschul
fields	https://openalex.org/fields/17	https://openalex.org/W2964121744	https://doi.org/10.48550/arxiv.1412.6980	2014	Diederik P. Kingma, Jimmy Ba
fields	https://openalex.org/fields/17	https://openalex.org/W2163605009		2012	Alex Krizhevsky, Ilya Sutskever, Geoffrey E. Hinton
fields	https://openalex.org/fields/17	https://openalex.org/W1951724000	https://doi.org/10.18637/jss.v067.i01	2015	Douglas M. Bates, Martin Mächler, Benjamin M. Bolker, Steve Walker
fields	https://openalex.org/fields/17	https://openalex.org/W1901129140	https://doi.org/10.1007/978-3-319-24574-4_28	2015	Olaf Ronneberger, Philipp Fischer, Thomas Brox
fields	https://openalex.org/fields/17	https://openalex.org/W2919115771	https://doi.org/10.1038/nature14539	2015	Yann LeCun, Yoshua Bengio, Geoffrey E. Hinton
fields	https://openalex.org/fields/17	https://openalex.org/W4211007335	https://doi.org/10.1016/s0019-9958(65)90241-x	1965	L. A. Zadeh
fields	https://openalex.org/fields/17	https://openalex.org/W2101234009	https://doi.org/10.48550/arxiv.1201.0490	2012	Fabián Pedregosa, Gaël Varoquaux, Alexandre Gramfort, Vincent Michel, Bertrand Thirion, Olivier Grisel, Mathieu Blondel, Peter Prettenhofer, Ron J. Weiss, Vincent Dubourg, Jake Vanderplas, Alexandre Passos, David Cournapeau, Matthieu Brucher, Matthieu Perrot, Édouard Duchesnay
fields	https://openalex.org/fields/17	https://openalex.org/W1522301498		2014	Diederik P. Kingma, Jimmy Ba
fields	https://openalex.org/fields/17	https://openalex.org/W1686810756		2014	Karen Simonyan, Andrew Zisserman
fields	https://openalex.org/fields/17	https://openalex.org/W1987258130	https://doi.org/10.2307/3151312	1981	Claes Fornell, David F. Larcker
fields	https://openalex.org/fields/17	https://openalex.org/W2151103935	https://doi.org/10.1023/b:visi.0000029664.99615.94	2004	David Lowe
fields	https://openalex.org/fields/17	https://openalex.org/W2108598243	https://doi.org/10.1109/cvpr.2009.5206848	2009	Jia Deng, Wei Dong, Richard Socher, Li-Jia Li, Kai Li, Li Fei-Fei
fields	https://openalex.org/fields/17	https://openalex.org/W2103441770	https://doi.org/10.1093/bioinformatics/btp324	2009	Heng Li, Richard Durbin
